1    1    0.000000 
2    2    0.000000 
3    3    0.000000 
4    4    0.000000 
5    5    0.000000 
6    6    0.000000 
7    7    0.000000 
8    8    0.000000 
9    9    0.000000 
10    10    0.000000 
11    11    0.000000 
12    12    0.000000 
13    13    0.000000 
14    14    0.000000 
15    15    0.000000 
16    16    0.000000 
17    17    0.000000 
18    18    0.000000 
19    19    0.000000 
20    20    0.000000 
21    21    0.000000 
22    22    0.000000 
23    23    0.000000 
24    24    0.000000 
25    25    0.000000 
26    26    0.000000 
27    27    0.000000 
28    28    0.000000 
29    29    0.000000 
30    30    0.000000 
