02-Dec-2019 22:58:02 1 26.173369
02-Dec-2019 22:58:02 2 29.642519
02-Dec-2019 22:58:02 3 28.164103
02-Dec-2019 22:58:02 4 26.242617
02-Dec-2019 22:58:02 5 27.825537
02-Dec-2019 22:58:02 6 29.196195
02-Dec-2019 22:58:02 7 26.513175
02-Dec-2019 22:58:02 8 28.019220
02-Dec-2019 22:58:02 9 26.873947
02-Dec-2019 22:58:02 10 28.545520
02-Dec-2019 22:58:02 11 29.735648
02-Dec-2019 22:58:02 12 24.020589
02-Dec-2019 22:58:02 13 26.035606
02-Dec-2019 22:58:02 14 29.733303
02-Dec-2019 22:58:02 15 25.879775
02-Dec-2019 22:58:02 16 27.643421
02-Dec-2019 22:58:02 17 26.056806
02-Dec-2019 22:58:02 18 26.955412
02-Dec-2019 22:58:02 19 23.619001
02-Dec-2019 22:58:02 20 28.597420
02-Dec-2019 22:58:02 21 27.071184
02-Dec-2019 22:58:02 22 23.727251
02-Dec-2019 22:58:02 23 24.641429
02-Dec-2019 22:58:02 24 22.918867
02-Dec-2019 22:58:02 25 28.730858
02-Dec-2019 22:58:02 26 26.279466
02-Dec-2019 22:58:02 27 28.396065
02-Dec-2019 22:58:02 28 26.442477
02-Dec-2019 22:58:02 29 28.250422
02-Dec-2019 22:58:02 30 23.521249
02-Dec-2019 22:58:02 31 24.070271
02-Dec-2019 22:58:02 32 23.242888
02-Dec-2019 22:58:02 33 28.901896
02-Dec-2019 22:58:02 34 28.642501
02-Dec-2019 22:58:02 35 27.828630
02-Dec-2019 22:58:02 36 29.753009
02-Dec-2019 22:58:02 37 28.172133
02-Dec-2019 22:58:02 38 23.649515
02-Dec-2019 22:58:02 39 29.836518
02-Dec-2019 22:58:02 40 23.006528
02-Dec-2019 22:58:02 41 29.877542
02-Dec-2019 22:58:02 42 29.778892
02-Dec-2019 22:58:02 43 26.630892
02-Dec-2019 22:58:02 44 22.836375
02-Dec-2019 22:58:02 45 30.013144
02-Dec-2019 22:58:02 46 29.184792
02-Dec-2019 22:58:02 47 26.581862
02-Dec-2019 22:58:02 48 27.000406
02-Dec-2019 22:58:02 49 26.931202
02-Dec-2019 22:58:02 50 23.355381
02-Dec-2019 22:58:02 51 27.067309
02-Dec-2019 22:58:02 52 29.752438
02-Dec-2019 22:58:02 53 27.974172
02-Dec-2019 22:58:02 54 27.768079
02-Dec-2019 22:58:02 55 26.136670
02-Dec-2019 22:58:02 56 23.291428
02-Dec-2019 22:58:02 57 24.790925
02-Dec-2019 22:58:02 58 28.908589
02-Dec-2019 22:58:02 59 28.592121
02-Dec-2019 22:58:02 60 27.015952
02-Dec-2019 22:58:02 61 27.836675
02-Dec-2019 22:58:02 62 23.631968
02-Dec-2019 22:58:02 63 26.943052
02-Dec-2019 22:58:02 64 26.049091
02-Dec-2019 22:58:02 65 24.789450
02-Dec-2019 22:58:02 66 27.829480
02-Dec-2019 22:58:02 67 23.730431
02-Dec-2019 22:58:02 68 28.024555
02-Dec-2019 22:58:02 69 27.024730
02-Dec-2019 22:58:02 70 28.890978
02-Dec-2019 22:58:02 71 27.440338
02-Dec-2019 22:58:02 72 29.322486
02-Dec-2019 22:58:02 73 26.111650
02-Dec-2019 22:58:02 74 28.832486
02-Dec-2019 22:58:02 75 28.043411
02-Dec-2019 22:58:02 76 28.391386
02-Dec-2019 22:58:02 77 29.553324
02-Dec-2019 22:58:02 78 26.142063
02-Dec-2019 22:58:02 79 28.914639
02-Dec-2019 22:58:02 80 28.737130
02-Dec-2019 22:58:02 81 26.660391
02-Dec-2019 22:58:02 82 26.756974
02-Dec-2019 22:58:02 83 27.998727
02-Dec-2019 22:58:02 84 29.437951
02-Dec-2019 22:58:02 85 27.851721
02-Dec-2019 22:58:02 86 26.298371
02-Dec-2019 22:58:02 87 22.857867
02-Dec-2019 22:58:02 88 29.502494
02-Dec-2019 22:58:02 89 23.204295
02-Dec-2019 22:58:02 90 28.730650
02-Dec-2019 22:58:02 91 26.595600
02-Dec-2019 22:58:02 92 23.645040
02-Dec-2019 22:58:02 93 27.495572
02-Dec-2019 22:58:02 94 23.241242
02-Dec-2019 22:58:02 95 26.127367
02-Dec-2019 22:58:02 96 24.499146
02-Dec-2019 22:58:02 97 27.224044
02-Dec-2019 22:58:02 98 26.520240
02-Dec-2019 22:58:02 99 27.146554
02-Dec-2019 22:58:02 100 22.949112
